Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 119.0.0.0,,,2023-11-19 19:13:29,2023-11-19 19:14:00,"30,188s",PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-11-19 19:14:00,2023-11-19 19:14:00,"0,760s",PASSED
,,,,,,,
Test Cases/login no Valido - usuario erroneo - verify Element no present,Chrome 119.0.0.0,,,2023-11-19 19:14:00,2023-11-19 19:14:10,"9,066s",PASSED
"openBrowser("""")",Chrome 119.0.0.0,,,2023-11-19 19:14:01,2023-11-19 19:14:03,"1,707s",PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 119.0.0.0,,,2023-11-19 19:14:03,2023-11-19 19:14:05,"2,902s",PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_user-name""), ""standard_user"")",Chrome 119.0.0.0,,,2023-11-19 19:14:05,2023-11-19 19:14:07,"1,506s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_password""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 119.0.0.0,,,2023-11-19 19:14:07,2023-11-19 19:14:07,"0,436s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 119.0.0.0,,,2023-11-19 19:14:07,2023-11-19 19:14:08,"0,427s",PASSED
"verifyElementNotPresent(findTestObject(""Page_Swag Labs/input_Swag Labs_login-button""), 5)",Chrome 119.0.0.0,,,2023-11-19 19:14:08,2023-11-19 19:14:09,"0,986s",PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-11-19 19:14:09,2023-11-19 19:14:10,"0,735s",PASSED
,,,,,,,
Test Cases/login no Valido - usuario incorrecto,Chrome 119.0.0.0,,,2023-11-19 19:14:10,2023-11-19 19:14:18,"8,307s",PASSED
"openBrowser("""")",Chrome 119.0.0.0,,,2023-11-19 19:14:10,2023-11-19 19:14:12,"1,614s",PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 119.0.0.0,,,2023-11-19 19:14:12,2023-11-19 19:14:14,"2,862s",PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_user-name""), ""standard_user2"")",Chrome 119.0.0.0,,,2023-11-19 19:14:14,2023-11-19 19:14:16,"1,558s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_password""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 119.0.0.0,,,2023-11-19 19:14:16,2023-11-19 19:14:16,"0,439s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 119.0.0.0,,,2023-11-19 19:14:16,2023-11-19 19:14:17,"0,404s",PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-11-19 19:14:17,2023-11-19 19:14:18,"1,072s",PASSED
,,,,,,,
Test Cases/login Valido,Chrome 119.0.0.0,,,2023-11-19 19:14:18,2023-11-19 19:14:27,"9,154s",PASSED
"openBrowser("""")",Chrome 119.0.0.0,,,2023-11-19 19:14:18,2023-11-19 19:14:20,"1,504s",PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 119.0.0.0,,,2023-11-19 19:14:20,2023-11-19 19:14:24,"3,936s",PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_user-name""), ""standard_user"")",Chrome 119.0.0.0,,,2023-11-19 19:14:24,2023-11-19 19:14:25,"1,533s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_password""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 119.0.0.0,,,2023-11-19 19:14:25,2023-11-19 19:14:26,"0,510s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 119.0.0.0,,,2023-11-19 19:14:26,2023-11-19 19:14:26,"0,421s",PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-11-19 19:14:26,2023-11-19 19:14:27,"0,876s",PASSED
