Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_password""), ""aeHFOx8jV/A="")",Chrome 119.0.0.0,,,2023-11-19 23:45:02,2023-11-19 23:45:02,"0,429s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 119.0.0.0,,,2023-11-19 23:45:02,2023-11-19 23:45:03,"0,447s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 119.0.0.0,,,2023-11-19 23:45:03,2023-11-19 23:45:06,"3,832s",PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-11-19 23:45:06,2023-11-19 23:45:07,"0,713s",PASSED
,,,,,,,
Test Cases/login no Valido - usuario erroneo - verify Element no present,Chrome 119.0.0.0,,,2023-11-19 23:45:07,2023-11-19 23:45:15,"7,931s",PASSED
"openBrowser("""")",Chrome 119.0.0.0,,,2023-11-19 23:45:07,2023-11-19 23:45:09,"1,486s",PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 119.0.0.0,,,2023-11-19 23:45:09,2023-11-19 23:45:11,"2,231s",PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_user-name""), ""standard_user"")",Chrome 119.0.0.0,,,2023-11-19 23:45:11,2023-11-19 23:45:13,"1,687s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_password""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 119.0.0.0,,,2023-11-19 23:45:13,2023-11-19 23:45:13,"0,428s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 119.0.0.0,,,2023-11-19 23:45:13,2023-11-19 23:45:14,"0,459s",PASSED
"verifyElementNotPresent(findTestObject(""Page_Swag Labs/input_Swag Labs_login-button""), 5)",Chrome 119.0.0.0,,,2023-11-19 23:45:14,2023-11-19 23:45:14,"0,577s",PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-11-19 23:45:14,2023-11-19 23:45:15,"0,719s",PASSED
,,,,,,,
Test Cases/login no Valido - usuario incorrecto,Chrome 119.0.0.0,,,2023-11-19 23:45:15,2023-11-19 23:45:22,"7,247s",PASSED
"openBrowser("""")",Chrome 119.0.0.0,,,2023-11-19 23:45:15,2023-11-19 23:45:17,"1,459s",PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 119.0.0.0,,,2023-11-19 23:45:17,2023-11-19 23:45:19,"2,452s",PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_user-name""), ""standard_user2"")",Chrome 119.0.0.0,,,2023-11-19 23:45:19,2023-11-19 23:45:21,"1,331s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_password""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 119.0.0.0,,,2023-11-19 23:45:21,2023-11-19 23:45:21,"0,443s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 119.0.0.0,,,2023-11-19 23:45:21,2023-11-19 23:45:21,"0,411s",PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-11-19 23:45:21,2023-11-19 23:45:22,"0,810s",PASSED
,,,,,,,
Test Cases/login Valido,Chrome 119.0.0.0,,,2023-11-19 23:45:22,2023-11-19 23:45:30,"7,521s",PASSED
"openBrowser("""")",Chrome 119.0.0.0,,,2023-11-19 23:45:23,2023-11-19 23:45:24,"1,461s",PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 119.0.0.0,,,2023-11-19 23:45:24,2023-11-19 23:45:26,"2,328s",PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_user-name""), ""standard_user"")",Chrome 119.0.0.0,,,2023-11-19 23:45:26,2023-11-19 23:45:28,"1,599s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_password""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 119.0.0.0,,,2023-11-19 23:45:28,2023-11-19 23:45:28,"0,449s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 119.0.0.0,,,2023-11-19 23:45:28,2023-11-19 23:45:29,"0,477s",PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-11-19 23:45:29,2023-11-19 23:45:30,"0,873s",PASSED
,,,,,,,
Test Cases/checkout,Chrome 119.0.0.0,,,2023-11-19 23:45:30,2023-11-19 23:45:44,"14,383s",PASSED
"openBrowser("""")",Chrome 119.0.0.0,,,2023-11-19 23:45:30,2023-11-19 23:45:32,"1,449s",PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 119.0.0.0,,,2023-11-19 23:45:32,2023-11-19 23:45:35,"2,912s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_user-name""))",Chrome 119.0.0.0,,,2023-11-19 23:45:35,2023-11-19 23:45:36,"1,229s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/div_Accepted usernames arestandard_userlock_0d4679""))",Chrome 119.0.0.0,,,2023-11-19 23:45:36,2023-11-19 23:45:36,"0,385s",PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_user-name""), ""standard_user"")",Chrome 119.0.0.0,,,2023-11-19 23:45:36,2023-11-19 23:45:37,"0,720s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/div_Password for all userssecret_sauce""))",Chrome 119.0.0.0,,,2023-11-19 23:45:37,2023-11-19 23:45:37,"0,404s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_password""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 119.0.0.0,,,2023-11-19 23:45:37,2023-11-19 23:45:38,"0,497s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 119.0.0.0,,,2023-11-19 23:45:38,2023-11-19 23:45:38,"0,423s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/a_Swag Labs_shopping_cart_link""))",Chrome 119.0.0.0,,,2023-11-19 23:45:38,2023-11-19 23:45:39,"0,529s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/button_Checkout""))",Chrome 119.0.0.0,,,2023-11-19 23:45:39,2023-11-19 23:45:39,"0,493s",PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Checkout Your Information_firstName""), firstName)",Chrome 119.0.0.0,,,2023-11-19 23:45:39,2023-11-19 23:45:40,"0,835s",PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Checkout Your Information_lastName""), lastName)",Chrome 119.0.0.0,,,2023-11-19 23:45:40,2023-11-19 23:45:41,"0,865s",PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Checkout Your Information_postalCode""), postalCode)",Chrome 119.0.0.0,,,2023-11-19 23:45:41,2023-11-19 23:45:42,"0,878s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_Cancel_continue""))",Chrome 119.0.0.0,,,2023-11-19 23:45:42,2023-11-19 23:45:43,"0,500s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/button_Finish""))",Chrome 119.0.0.0,,,2023-11-19 23:45:43,2023-11-19 23:45:43,"0,589s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/button_Back Home""))",Chrome 119.0.0.0,,,2023-11-19 23:45:43,2023-11-19 23:45:44,"0,557s",PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-11-19 23:45:44,2023-11-19 23:45:44,"0,743s",PASSED
,,,,,,,
Test Cases/checkout,Chrome 119.0.0.0,,,2023-11-19 23:45:44,2023-11-19 23:45:59,"14,179s",PASSED
"openBrowser("""")",Chrome 119.0.0.0,,,2023-11-19 23:45:45,2023-11-19 23:45:46,"1,529s",PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 119.0.0.0,,,2023-11-19 23:45:46,2023-11-19 23:45:49,"2,809s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_user-name""))",Chrome 119.0.0.0,,,2023-11-19 23:45:49,2023-11-19 23:45:50,"1,304s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/div_Accepted usernames arestandard_userlock_0d4679""))",Chrome 119.0.0.0,,,2023-11-19 23:45:50,2023-11-19 23:45:51,"0,386s",PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_user-name""), ""standard_user"")",Chrome 119.0.0.0,,,2023-11-19 23:45:51,2023-11-19 23:45:51,"0,815s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/div_Password for all userssecret_sauce""))",Chrome 119.0.0.0,,,2023-11-19 23:45:51,2023-11-19 23:45:52,"0,392s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_password""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 119.0.0.0,,,2023-11-19 23:45:52,2023-11-19 23:45:52,"0,433s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 119.0.0.0,,,2023-11-19 23:45:52,2023-11-19 23:45:53,"0,432s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/a_Swag Labs_shopping_cart_link""))",Chrome 119.0.0.0,,,2023-11-19 23:45:53,2023-11-19 23:45:53,"0,524s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/button_Checkout""))",Chrome 119.0.0.0,,,2023-11-19 23:45:53,2023-11-19 23:45:54,"0,530s",PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Checkout Your Information_firstName""), firstName)",Chrome 119.0.0.0,,,2023-11-19 23:45:54,2023-11-19 23:45:54,"0,818s",PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Checkout Your Information_lastName""), lastName)",Chrome 119.0.0.0,,,2023-11-19 23:45:54,2023-11-19 23:45:55,"0,869s",PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Checkout Your Information_postalCode""), postalCode)",Chrome 119.0.0.0,,,2023-11-19 23:45:55,2023-11-19 23:45:56,"0,848s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_Cancel_continue""))",Chrome 119.0.0.0,,,2023-11-19 23:45:56,2023-11-19 23:45:57,"0,565s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/button_Finish""))",Chrome 119.0.0.0,,,2023-11-19 23:45:57,2023-11-19 23:45:57,"0,517s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/button_Back Home""))",Chrome 119.0.0.0,,,2023-11-19 23:45:57,2023-11-19 23:45:58,"0,547s",PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-11-19 23:45:58,2023-11-19 23:45:59,"0,834s",PASSED
,,,,,,,
Test Cases/checkout,Chrome 119.0.0.0,,,2023-11-19 23:45:59,2023-11-19 23:46:13,"13,963s",PASSED
"openBrowser("""")",Chrome 119.0.0.0,,,2023-11-19 23:45:59,2023-11-19 23:46:00,"1,461s",PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 119.0.0.0,,,2023-11-19 23:46:00,2023-11-19 23:46:03,"2,509s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_user-name""))",Chrome 119.0.0.0,,,2023-11-19 23:46:03,2023-11-19 23:46:04,"1,288s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/div_Accepted usernames arestandard_userlock_0d4679""))",Chrome 119.0.0.0,,,2023-11-19 23:46:04,2023-11-19 23:46:04,"0,404s",PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_user-name""), ""standard_user"")",Chrome 119.0.0.0,,,2023-11-19 23:46:04,2023-11-19 23:46:05,"0,731s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/div_Password for all userssecret_sauce""))",Chrome 119.0.0.0,,,2023-11-19 23:46:05,2023-11-19 23:46:06,"0,412s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_password""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 119.0.0.0,,,2023-11-19 23:46:06,2023-11-19 23:46:06,"0,497s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 119.0.0.0,,,2023-11-19 23:46:06,2023-11-19 23:46:07,"0,472s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/a_Swag Labs_shopping_cart_link""))",Chrome 119.0.0.0,,,2023-11-19 23:46:07,2023-11-19 23:46:07,"0,577s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/button_Checkout""))",Chrome 119.0.0.0,,,2023-11-19 23:46:07,2023-11-19 23:46:08,"0,524s",PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Checkout Your Information_firstName""), firstName)",Chrome 119.0.0.0,,,2023-11-19 23:46:08,2023-11-19 23:46:08,"0,827s",PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Checkout Your Information_lastName""), lastName)",Chrome 119.0.0.0,,,2023-11-19 23:46:08,2023-11-19 23:46:09,"0,957s",PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Checkout Your Information_postalCode""), postalCode)",Chrome 119.0.0.0,,,2023-11-19 23:46:09,2023-11-19 23:46:10,"0,843s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_Cancel_continue""))",Chrome 119.0.0.0,,,2023-11-19 23:46:10,2023-11-19 23:46:11,"0,494s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/button_Finish""))",Chrome 119.0.0.0,,,2023-11-19 23:46:11,2023-11-19 23:46:11,"0,529s",PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/button_Back Home""))",Chrome 119.0.0.0,,,2023-11-19 23:46:11,2023-11-19 23:46:12,"0,544s",PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-11-19 23:46:12,2023-11-19 23:46:13,"0,879s",PASSED
